nom,type,ville,description,image_monument_url,lien_wikipedia,image_ville_url
Kasbah Taourirt,musée,Ouarzazate,"Kasbah Taourirt is a historic fortified residence complex or kasbah in Ouarzazate, Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Ksar_of_Taourirt%2C_Ouarzazate%2C_Morocco_%28%D9%82%D8%B5%D8%A8%D8%A9_%D8%AA%D8%A7%D9%88%D8%B1%D9%8A%D8%B1%D8%AA%2C_%E2%B5%9C%E2%B4%B0%E2%B5%A1%E2%B5%94%E2%B5%89%E2%B5%94%E2%B5%9C%29.jpg/330px-Ksar_of_Taourirt%2C_Ouarzazate%2C_Morocco_%28%D9%82%D8%B5%D8%A8%D8%A9_%D8%AA%D8%A7%D9%88%D8%B1%D9%8A%D8%B1%D8%AA%2C_%E2%B5%9C%E2%B4%B0%E2%B5%A1%E2%B5%94%E2%B5%89%E2%B5%94%E2%B5%9C%29.jpg,https://en.wikipedia.org/wiki/Kasbah_Taourirt,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Kasbah_Taourirt_in_Ouarzazate_2011.jpg/330px-Kasbah_Taourirt_in_Ouarzazate_2011.jpg
Bahia Palace,musée,Marrakech,"The Bahia Palace is a mid to late 19th-century palace in Marrakesh, Morocco. The palace was first begun by Si Musa, grand vizier under the Alawi sultan Muhammad ibn Abd al-Rahman, in the 1860s. It was expanded by his son Si Ba Ahmed ibn Musa, grand vizier of Sultan Moulay Abdelaziz, between 1894 and 1900. Today it is a well-known historic monument and tourist attraction in the city.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Bahia_Palace_large_court.jpg/330px-Bahia_Palace_large_court.jpg,https://en.wikipedia.org/wiki/Bahia_Palace,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pavillon_Menarag%C3%A4rten.jpg/330px-Pavillon_Menarag%C3%A4rten.jpg
Essaouira,musée,Essaouira,"Essaouira, known until the 1960s as Mogador, is a port city in the western Moroccan region of Marrakesh-Safi, on the Atlantic coast. It has 77,966 inhabitants as of 2014.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg/330px-Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg,https://en.wikipedia.org/wiki/Essaouira,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg/330px-Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg
Wiki Indaba,musée,Agadir,"Wiki Indaba is the regional conference for African Wikimedians both within the continent and in the diaspora. Topics of presentation and dialogue include Wikimedia projects such as Wikipedia, other wikis, open-source software, free knowledge, free content and how these projects affect the African continent.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Wiki_Indaba_Present_logo.jpg/330px-Wiki_Indaba_Present_logo.jpg,https://en.wikipedia.org/wiki/Wiki_Indaba,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg
Mouassine Fountain,musée,Marrakech,"The Mouassine Fountain is a part of the 16th-century religious complex of the Mouassine Mosque in Marrakesh, Morocco. The tradition of building public fountains in Marrakesh is old but took on a very monumental character in the Saadian era.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Fontaine_Mouassine_%C3%A0_Marrakech.jpg/330px-Fontaine_Mouassine_%C3%A0_Marrakech.jpg,https://en.wikipedia.org/wiki/Mouassine_Fountain,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pavillon_Menarag%C3%A4rten.jpg/330px-Pavillon_Menarag%C3%A4rten.jpg
Great Mosque of Taza,musée,Meknès,"The Great Mosque of Taza is the most important religious building in the historic medina of Taza, Morocco. Founded in the 12th century by the Almohad caliph Abd al-Mu'min, it is the oldest surviving example of Almohad architecture. It was expanded by the Marinids in the late 13th century and renovated by the 'Alawi sultan al-Rashid in the 17th century.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Taza_mosque_minaret.jpg/330px-Taza_mosque_minaret.jpg,https://en.wikipedia.org/wiki/Great_Mosque_of_Taza,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg/330px-Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg
USS Rudyerd Bay,musée,Casablanca,"USS Rudyerd Bay (CVE-81) was the twenty-seventh of fifty Casablanca-class escort carriers built for the United States Navy during World War II. She was named after Rudyerd Bay, within Ketcchikan Gateway Bourough, of the Territory of Alaska. Today, the bay lies within Misty Fjords National Monument. The ship was launched in January 1944, commissioned in February, and served as a replenishment and transport carrier throughout the Mariana and Palau Islands campaign and the Philippines campaign. Later, she served as a frontline carrier, providing air cover and support for the invasion of Iwo Jima, and the Battle of Okinawa. Postwar, she participated in Operation Magic Carpet, repatriating U.S. servicemen from throughout the Pacific. She was decommissioned in June 1946, when she was mothballed in the Atlantic Reserve Fleet. Ultimately, she was sold for scrapping in January 1960.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/USS_Rudyerd_Bay_%28CVE-81%29_underway_in_1944.jpeg/330px-USS_Rudyerd_Bay_%28CVE-81%29_underway_in_1944.jpeg,https://en.wikipedia.org/wiki/USS_Rudyerd_Bay,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg
Hassan Tower,musée,Rabat,"Hassan Tower or Tour Hassan (Arabic: صومعة حسان; is the minaret of an incomplete mosque in Rabat, Morocco. It was commissioned by Abu Yusuf Yaqub al-Mansur, the third caliph of the Almohad Caliphate, near the end of the 12th century. The tower was intended to be the largest minaret in the world, and the mosque, if completed, would have been the largest in the western Muslim world. When al-Mansur died in 1199, construction on the mosque stopped. The minaret was left standing at a height of 44 meters. The rest of the mosque was also left incomplete, with only the beginnings of several walls and 348 columns being constructed. The tower, along with the remains of the mosque and the modern Mausoleum of Mohammed V, forms an important historical and tourist complex in Rabat.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Hassan_Tower%2C_Rabat%2C_Marocco_%28%D8%B5%D9%88%D9%85%D8%B9%D8%A9_%D8%AD%D8%B3%D8%A7%D9%86_%29.jpg/330px-Hassan_Tower%2C_Rabat%2C_Marocco_%28%D8%B5%D9%88%D9%85%D8%B9%D8%A9_%D8%AD%D8%B3%D8%A7%D9%86_%29.jpg,https://en.wikipedia.org/wiki/Hassan_Tower,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Morocco_-_Rabat_%2831387775324%29.jpg/330px-Morocco_-_Rabat_%2831387775324%29.jpg
Cadi Ayyad University,musée,Essaouira,"Cadi Ayyad University : jāmiʿat al-qāḍī ʿayyāḍ, French: Université Cadi Ayyad) is a university in Marrakesh and one of the largest universities in Morocco. One of its associated colleges, the École nationale des sciences appliquées de Marrakech, was created in 2000 by the Ministry of Higher Education and specializes in engineering and scientific research. Cadi Ayyad University was established in 1978 and operates 13 institutions in the Marrakesh-Safi region of Morocco in four main cities, including Kalaat Sraghna, Essaouira and Safi in addition to Marrakesh.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Semlalia_Faculty_of_Science_-_Cadi_Ayyad_University_-_Marrakesh.jpg/330px-Semlalia_Faculty_of_Science_-_Cadi_Ayyad_University_-_Marrakesh.jpg,https://en.wikipedia.org/wiki/Cadi_Ayyad_University,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg/330px-Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg
1948 anti-Jewish riots in Oujda and Jerada,musée,Oujda,"Anti-Jewish riots occurred on June 7–8, 1948, in the towns of Oujda and Jerada, in the French protectorate of Morocco in response to the 1948 Arab–Israeli War ensuing the declaration of the establishment of the State of Israel on May 14. The two towns—located near the border with Algeria—were departure points for Moroccan Jews seeking to migrate to Israel; at the time they were not permitted to do so from within Morocco. In the events, 47 Jews and one Frenchman were killed, many were injured, and property was damaged.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Oujda_cimeti%C3%A8re_juif_001.JPG/330px-Oujda_cimeti%C3%A8re_juif_001.JPG,https://en.wikipedia.org/wiki/1948_anti-Jewish_riots_in_Oujda_and_Jerada,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Taza,musée,Meknès,"Taza is a city in northern Morocco occupying the corridor between the Rif mountains and Middle Atlas mountains, about 120 km east of Fez and 150 km south of Al Hoceima. It recorded a population of 148,406 in the 2019 Moroccan census and is the capital of Taza Province.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Taza_-_Maroc.jpg/330px-Taza_-_Maroc.jpg,https://en.wikipedia.org/wiki/Taza,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg/330px-Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg
Essaouira Province,musée,Essaouira,"Essaouira is a province in the Moroccan region of Marrakesh-Safi. Its population in 2004 was 452,979",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Essaoeira_Province.png/330px-Essaoeira_Province.png,https://en.wikipedia.org/wiki/Essaouira_Province,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg/330px-Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg
Agadir,musée,Agadir,"Agadir is a major city in Morocco, on the shore of the Atlantic Ocean near the foot of the Atlas Mountains, just north of the point where the Souss River flows into the ocean, and 509 kilometres (316 mi) south of Casablanca. Agadir is the capital of the Agadir Ida-U-Tanan Prefecture and of the Souss-Massa economic region.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg,https://en.wikipedia.org/wiki/Agadir,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg
Solar power in Morocco,musée,Ouarzazate,"Solar power in Morocco is enabled by the country having one of the highest rates of solar insolation among other countries— about 3,000 hours per year of sunshine but up to 3,600 hours in the desert. Morocco has launched one of the world’s largest solar energy projects costing an estimated $9 billion. The aim of the project was to create 2,000 megawatts of solar generation capacity by 2020. The Moroccan Agency for Solar Energy (MASEN), a public-private venture, was established to lead the project. The first plant, Ouarzazate Solar Power Station, was commissioned in 2016.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Panes_au_solea_pousse_Marok.jpg/330px-Panes_au_solea_pousse_Marok.jpg,https://en.wikipedia.org/wiki/Solar_power_in_Morocco,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Kasbah_Taourirt_in_Ouarzazate_2011.jpg/330px-Kasbah_Taourirt_in_Ouarzazate_2011.jpg
Ouarzazate,musée,Ouarzazate,"Ouarzazate, nicknamed the door of the desert, is a city and capital of Ouarzazate Province in the region of Drâa-Tafilalet, south-central Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Kasbah_Taourirt_in_Ouarzazate_2011.jpg/330px-Kasbah_Taourirt_in_Ouarzazate_2011.jpg,https://en.wikipedia.org/wiki/Ouarzazate,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Kasbah_Taourirt_in_Ouarzazate_2011.jpg/330px-Kasbah_Taourirt_in_Ouarzazate_2011.jpg
"French Protectorate Residence, Rabat",musée,Rabat,"The French Protectorate Residence also known as Residence-general or Residence of Lyautey, is a historic building in Rabat, Morocco. It was the seat of the Resident-general in the French protectorate in Morocco from its completion in 1924 to the end of the protectorate in 1956.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/ETH-BIB-Rabat%2C_R%C3%A9sidence_g%C3%A9n%C3%A9rale%2C_Hauptfront-Dia_247-04950.tif/lossy-page1-320px-ETH-BIB-Rabat%2C_R%C3%A9sidence_g%C3%A9n%C3%A9rale%2C_Hauptfront-Dia_247-04950.tif.jpg,https://en.wikipedia.org/wiki/French_Protectorate_Residence%2C_Rabat,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Morocco_-_Rabat_%2831387775324%29.jpg/330px-Morocco_-_Rabat_%2831387775324%29.jpg
List of Allied World War II conferences,musée,Casablanca,"This is a list of World War II conferences of the Allies of World War II. Names in boldface indicate the three conferences at which the leaders of the United States, the United Kingdom, and the Soviet Union were all present. For the historical context see Diplomatic history of World War II. See also the Anglo-French Supreme War Council, which operated from September 1939 until June 1940.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Roosevelt_Inonu_Churchill.jpg/330px-Roosevelt_Inonu_Churchill.jpg,https://en.wikipedia.org/wiki/List_of_Allied_World_War_II_conferences,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg
MC Oujda,musée,Oujda,"Mouloudia Club of Oujda, commonly abbreviated to MC Oudja, is a Moroccan football club based in Oujda. Mouloudia, which closely translates to ""birth"" in Arabic, was named after the coincidence of the day of its creation: on March 16, 1946 with the anniversary of the birth of Muhammad.",https://upload.wikimedia.org/wikipedia/en/7/70/MC_Oujda_logo.png,https://en.wikipedia.org/wiki/MC_Oujda,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Zoulikha Nasri,musée,Oujda,Zoulikha Nasri was a Moroccan politician. She was an advisor to King Mohammed VI and managing director of the Mohammed V Foundation for Solidarity. She was Morocco's first female royal advisor.,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Zoulikha_Nasri.jpg/330px-Zoulikha_Nasri.jpg,https://en.wikipedia.org/wiki/Zoulikha_Nasri,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Bou Jeloud Mosque,musée,Fès,"The Bou Jeloud Mosque is a historic Almohad-era mosque in the former Kasbah of Bou Jeloud, located near Bab Bou Jeloud, in Fes, Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Bou_Jeloud_mosque3.jpg/330px-Bou_Jeloud_mosque3.jpg,https://en.wikipedia.org/wiki/Bou_Jeloud_Mosque,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/University_karaouiyine_of_fes.jpg/330px-University_karaouiyine_of_fes.jpg
Fes railway station,musée,Oujda,"The Fes Railway Station is the main station in the Moroccan city of Fes. While there are secondary stations for local connections, this station serves long-distance mainline trains.",https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Stazione_di_F%C3%A8s.jpg/320px-Stazione_di_F%C3%A8s.jpg,https://en.wikipedia.org/wiki/Fes_railway_station,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Tangier,musée,Tanger,"Tangier is a city in northwestern Morocco, on the coasts of the Mediterranean Sea and the Atlantic Ocean. The city is the capital of the Tanger-Tetouan-Al Hoceima region, as well as the Tangier-Assilah Prefecture of Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg,https://en.wikipedia.org/wiki/Tangier,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
Anton Agius,musée,Rabat,"Anton Agius (1933–2008) was a Maltese sculptor, best known for creating a large number of monuments around Malta. He was dubbed ""the national sculptor"" by former Maltese president Ugo Mifsud Bonnici.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Memorial_to_Anton_Agius_in_Pjazza_Anton_Agius%2C_Rabat_%28Malta%29.jpg/330px-Memorial_to_Anton_Agius_in_Pjazza_Anton_Agius%2C_Rabat_%28Malta%29.jpg,https://en.wikipedia.org/wiki/Anton_Agius,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Morocco_-_Rabat_%2831387775324%29.jpg/330px-Morocco_-_Rabat_%2831387775324%29.jpg
"Marshan Palace, Tangier",musée,Tanger,"The Marshan Palace is a palace of the King of Morocco in the Marshan neighborhood of Tangier, Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Morocco_Marshan_Palace_Tanger.jpg/330px-Morocco_Marshan_Palace_Tanger.jpg,https://en.wikipedia.org/wiki/Marshan_Palace%2C_Tangier,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
Fès–Saïs Airport,musée,Meknès,"Saïss Airport or Fès–Saïss Airport is an airport serving Fez, the capital city of the Fès-Meknès region in Morocco. The airport crossed the million passengers mark in 2017 for the first time of its history by totalising 1,115,595 travelers.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/AEROPORT_FES_SAISS_FES_Commune_Oulad_Tay.jpg/330px-AEROPORT_FES_SAISS_FES_Commune_Oulad_Tay.jpg,https://en.wikipedia.org/wiki/F%C3%A8s%E2%80%93Sa%C3%AFs_Airport,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg/330px-Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg
Kasbah of the Udayas,musée,Rabat,"The Kasbah of the Udayas, also spelled Kasbah of the Oudaias or of the Oudayas, is a kasbah (citadel) in Rabat, Morocco. It is located on a hill at the mouth of the Bou Regreg opposite Salé, and adjacent to the Medina quarter of Rabat. It is listed, along with other sites in Rabat, as a UNESCO World Heritage Site.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Kasbah_Oudayas_exterior.jpg/330px-Kasbah_Oudayas_exterior.jpg,https://en.wikipedia.org/wiki/Kasbah_of_the_Udayas,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Morocco_-_Rabat_%2831387775324%29.jpg/330px-Morocco_-_Rabat_%2831387775324%29.jpg
Taroudant,musée,Agadir,"Taroudant is a city in the Sous in southwestern Morocco. It is situated east of Agadir on the road to Ouarzazate and south of Marrakesh. Today, it is a small market town and a tourist destination.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Al_Kassbah%2C_Taroudant%2C_Morocco_-_panoramio.jpg/330px-Al_Kassbah%2C_Taroudant%2C_Morocco_-_panoramio.jpg,https://en.wikipedia.org/wiki/Taroudant,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg
Asilah,musée,Tanger,"Asilah is a fortified town on the northwest tip of the Atlantic coast of Morocco, about 31 km (19 mi) south of Tangier. Its ramparts and gateworks remain fully intact.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Asilah_seafront.jpg/330px-Asilah_seafront.jpg,https://en.wikipedia.org/wiki/Asilah,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
Solar power in Morocco,musée,Ouarzazate,"Solar power in Morocco is enabled by the country having one of the highest rates of solar insolation among other countries— about 3,000 hours per year of sunshine but up to 3,600 hours in the desert. Morocco has launched one of the world’s largest solar energy projects costing an estimated $9 billion. The aim of the project was to create 2,000 megawatts of solar generation capacity by 2020. The Moroccan Agency for Solar Energy (MASEN), a public-private venture, was established to lead the project. The first plant, Ouarzazate Solar Power Station, was commissioned in 2016.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Panes_au_solea_pousse_Marok.jpg/330px-Panes_au_solea_pousse_Marok.jpg,https://en.wikipedia.org/wiki/Solar_power_in_Morocco,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Kasbah_Taourirt_in_Ouarzazate_2011.jpg/330px-Kasbah_Taourirt_in_Ouarzazate_2011.jpg
Mendoubia,musée,Tanger,"The Mendoubia or Mandubiyya refers to the former ceremonial mansion of the Mendoub, the representative of the Sultan of Morocco in the Tangier International Zone from 1924 to 1956. It now houses the commercial court of Tangier and a memorial museum.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Morocco_Tangier_Mendoubia.jpg/320px-Morocco_Tangier_Mendoubia.jpg,https://en.wikipedia.org/wiki/Mendoubia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
HSC Virgen de Coromoto,musée,Tanger,"The HSC Virgen de Coromoto is an 86 m (282 ft) fast catamaran ferry operated by Consolidada de Ferrys C.A. in Venezuela. It was built in Australia in 2004 for a fast ferry service on Lake Ontario between Toronto, Ontario, Canada and Rochester, New York, United States. After the ferry service failed, the boat was sold in 2007 and operated in the Strait of Gibraltar on a Spain-Morocco service until 2012. In 2012–13, the ship operated on Kattegatruten's Aarhus–Kalundborg route in Denmark until October 2013 when the route was cancelled.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Tanger_Jet_II_2.jpg/330px-Tanger_Jet_II_2.jpg,https://en.wikipedia.org/wiki/HSC_Virgen_de_Coromoto,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
Casablanca,musée,Casablanca,"Casablanca is the largest city in Morocco and the country's economic and business centre. Located on the Atlantic coast of the Chaouia plain in the central-western part of Morocco, the city has a population of about 3.22 million in the urban area, and over 4.27 million in Greater Casablanca, making it the most populous city in the Maghreb region, and the eighth-largest in the Arab world.",https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg,https://en.wikipedia.org/wiki/Casablanca,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg
Mausoleum of Sidi Harazem,musée,Fès,"The Mausoleum of Sidi Harazem or Marabout of Sidi Harazem is a funerary monument and shrine in Fez, Morocco. It is located in the Bab Ftouh Cemetery, one of the city's largest historic cemeteries. It contains the tomb of Sidi 'Ali ibn Harazem, a 12th-century Sufi mystic who died in 1164–65.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/20230912_11h3793Em_Sidi_Harazem_%2853249909374%29.jpg/330px-20230912_11h3793Em_Sidi_Harazem_%2853249909374%29.jpg,https://en.wikipedia.org/wiki/Mausoleum_of_Sidi_Harazem,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/University_karaouiyine_of_fes.jpg/330px-University_karaouiyine_of_fes.jpg
Tanger Outlets Atlantic City,musée,Tanger,"Tanger Outlets Atlantic City, formerly known as The Walk, is a 109-store open-air outlet mall in Atlantic City, New Jersey. It is the only outlet mall in Atlantic County. The mall opened in August 2003 and spans 3 city blocks, featuring a unique layout in outlet mall construction.",https://upload.wikimedia.org/wikipedia/en/f/ff/Acoutletslogo.png,https://en.wikipedia.org/wiki/Tanger_Outlets_Atlantic_City,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
Angads Airport,musée,Oujda,"Oujda Angads Airport is an airport serving Oujda, a city in the Oriental region in Morocco. it is located about 12 kilometres (7 mi) north of Oujda and about 600 kilometres (373 mi) northeast of Casablanca, near the Algerian border.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Aeroport_Oujda_Angads_2024.jpg/330px-Aeroport_Oujda_Angads_2024.jpg,https://en.wikipedia.org/wiki/Angads_Airport,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Taza,musée,Meknès,"Taza is a city in northern Morocco occupying the corridor between the Rif mountains and Middle Atlas mountains, about 120 km east of Fez and 150 km south of Al Hoceima. It recorded a population of 148,406 in the 2019 Moroccan census and is the capital of Taza Province.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Taza_-_Maroc.jpg/330px-Taza_-_Maroc.jpg,https://en.wikipedia.org/wiki/Taza,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg/330px-Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg
Moulay Idriss Zerhoun,musée,Meknès,"Moulay Idriss, Moulay Driss Zerhoun or simply Zerhoun is a town in the Fès-Meknès region of northern Morocco, spread over two hills at the base of Mount Zerhoun. It is famous for being the site of the tomb of Idris I, the first major Islamic ruler of Morocco, after whom the town is named. It is located near Meknes and overlooks the ruins of Volubilis a few kilometers away.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Moulay_Idriss_2.jpg/330px-Moulay_Idriss_2.jpg,https://en.wikipedia.org/wiki/Moulay_Idriss_Zerhoun,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg/330px-Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg
Drâa-Tafilalet,musée,Ouarzazate,"Drâa-Tafilalet is one of the twelve regions of Morocco. It covers an area of 88,836 km2 and had a population of 1,635,008 as of the 2014 Moroccan census. The capital of the region is Errachidia.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Dr%C3%A2a-Tafilalet_region_locator_map.svg/330px-Dr%C3%A2a-Tafilalet_region_locator_map.svg.png,https://en.wikipedia.org/wiki/Dr%C3%A2a-Tafilalet,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Kasbah_Taourirt_in_Ouarzazate_2011.jpg/330px-Kasbah_Taourirt_in_Ouarzazate_2011.jpg
Hassan II Mosque,musée,Casablanca,"The Hassan II Mosque is a mosque in Casablanca, Morocco. It is the second largest functioning mosque in Africa and is the 14th largest in the world. Its minaret is the world's second tallest minaret at 210 metres (689 ft). Completed in 1993, it was designed by Michel Pinseau under the guidance of King Hassan II and built by Moroccan artisans from all over the kingdom. The minaret is 60 stories high topped by a laser, the light from which is directed towards Mecca. The mosque stands on a promontory looking out to the Atlantic Ocean; worshippers can pray over the sea but there is no glass floor looking into the sea. The walls are of hand-crafted marble and the roof is retractable. A maximum of 105,000 worshippers can gather together for prayer: 25,000 inside the mosque hall and another 80,000 on the mosque's outside ground.",https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg,https://en.wikipedia.org/wiki/Hassan_II_Mosque,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg
Sidi Mohammed ben Abdallah Museum,musée,Essaouira,"The Sidi Mohammed ben Abdallah Museum is a history museum in the city of Essaouira, Morocco. It was named after the founder of the city, Mohammed ben Abdallah.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Phenician_plate_with_red_slip_7th_century_BCE_excavated_in_Mogador_island.jpg/330px-Phenician_plate_with_red_slip_7th_century_BCE_excavated_in_Mogador_island.jpg,https://en.wikipedia.org/wiki/Sidi_Mohammed_ben_Abdallah_Museum,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg/330px-Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg
